Uniq_ID,Upload_Id,Status,Company,Technology,Concept,Question,Difficulty Level,Suggested Answer,Module
3ce80094-11,3ce80094,Completed,HCLTech,Helm,Environment/Version Architecture,How do you structure multiple files for different versions in a central Helm/deployment repository?,Hard,"Use an 'umbrella' or 'app-of-apps' pattern with a hierarchical directory structure. I organize by /charts for base templates and /environments (or /values) for version-specific overrides. Use base values.yaml for common defaults, then environment-specific files (e.g., prod-v1.2.yaml, staging.yaml) for delta overrides. For multi-version deployments, I leverage tools like Helmfile or ArgoCD ApplicationSets to manage lifecycle. Avoid copying full chart folders; instead, treat charts as immutable artifacts in an OCI registry, referencing specific chart versions in the umbrella requirements or dependencies to ensure environment consistency and easy rollbacks.",Kubernetes
3ce80094-12,3ce80094,Completed,HCLTech,Package Managers,Dependency Management,How do you manage different libraries?,Medium,"I manage libraries by enforcing deterministic builds using lockfiles (e.g., package-lock.json, poetry.lock, go.sum) to ensure environment parity. I prioritize centralized artifact management via Nexus or Artifactory to cache dependencies, reducing upstream latency and mitigating 'left-pad' style availability risks. For security, I integrate automated SCA tools like Snyk or Trivy into the CI pipeline to block vulnerable versions. In production, I prefer immutable container images where dependencies are bundled and scanned, avoiding runtime resolution. I strictly follow semantic versioning, using renovate-bot to automate dependency updates while ensuring non-breaking changes through rigorous integration testing.",Linux
3ce80094-13,3ce80094,Completed,HCLTech,CI/CD Orchestration,Environment Promotion & Dependency Management,How would you design environment promotion (Dev ? UAT ? Prod) with different services owned by different teams? How do you manage libraries?,Hard,"I implement immutable infrastructure using container image promotion. We build once, tag with a git-sha, and promote the exact same image through registries across environments. For config, I use Helm or Kustomize to inject environment-specific overlays. To manage libraries, we use a private repository manager (Artifactory/Nexus). Teams must use versioned artifacts rather than 'latest' tags to prevent drift. We enforce contract testing and automated smoke tests at each gate. Cross-team dependencies are handled via internal API versioning and service mesh policies to ensure backward compatibility before promotion.",Jenkins
3ce80094-14,3ce80094,Completed,HCLTech,KEDA,Event-Driven Autoscaling,Where did you use KEDA in your project?,Medium,"I implemented KEDA to scale microservices based on queue depth in Azure Service Bus and RabbitMQ. Unlike standard HPA, KEDA allowed us to scale to zero during off-peak hours, significantly reducing cloud costs. I configured ScaledObjects with custom triggers and authentication providers using KEDA secrets. A critical best practice was setting appropriate cooldown periods and min/max replica counts to prevent 'flapping' during traffic spikes. We also integrated KEDA with Prometheus metrics to ensure our scaling logic accounted for both external event latency and internal pod resource utilization.",Kubernetes
3ce80094-15,3ce80094,Completed,HCLTech,Kubernetes,Auto-scaling,HPA and VPA configuration and metrics setup.,Hard,"HPA scales replicas based on CPU/RAM or custom metrics (Prometheus Adapter). VPA adjusts resource requests/limits by analyzing historical usage. Best practice: Never run HPA and VPA on CPU/Memory simultaneously, as they conflict. Use VPA in 'Recommendation' mode to tune requests, then HPA for scaling. For metrics, ensure the 'metrics-server' is installed. In production, use HPA with 'behavior' settings (stabilization windows) to prevent flapping. If using custom metrics, leverage 'External Metrics API' via KEDA for event-driven scaling (e.g., Kafka lag or queue depth) instead of basic resource metrics.",Kubernetes
3ce80094-16,3ce80094,Completed,HCLTech,AWS,Capacity Planning,Capacity planning in AWS.,Hard,"Capacity planning in AWS is about balancing performance and cost. I start by establishing performance baselines using CloudWatch Metrics and Cost Explorer. I use AWS Compute Optimizer for right-sizing recommendations based on historical utilization. For predictable workloads, I leverage Savings Plans or Reserved Instances. For volatile traffic, I implement Auto Scaling groups with target tracking policies based on custom metrics (e.g., request count per target). Crucially, I treat infrastructure as code�using Terraform/CDK�to allow rapid scaling. Finally, I implement rigorous budget alerts and AWS Trusted Advisor to prevent over-provisioning and address idle resources.",AWS
3ce80094-17,3ce80094,Completed,HCLTech,AWS EC2,Instance Families,Types of EC2 instances and their use cases.,Easy,"Select based on workload profile: General Purpose (M-series) for balanced compute/memory apps. Compute Optimized (C-series) for batch processing or gaming servers. Memory Optimized (R/X-series) for high-throughput databases like RDS or Redis. Accelerated Computing (P/G-series) for ML/inference. Storage Optimized (I/D-series) for NoSQL/Data warehousing. Production best practice: Use AWS Compute Optimizer to right-size instances by analyzing historical utilization. Always implement Auto Scaling Groups with mixed instance policies to leverage Spot Instances for stateless workloads, significantly reducing costs without compromising availability.",AWS
3ce80094-18,3ce80094,Completed,HCLTech,Kubernetes,Capacity Management,How do you prevent mixing On-Demand and Spot instances during capacity management?,Medium,"I enforce separation through dedicated Node Groups or Auto Scaling Groups (ASGs) using specific labels and taints. I apply 'node-role.kubernetes.io/spot: ""true"":NoSchedule' taints to Spot instances and require matching tolerations in deployment specs. To prevent accidental mixing, I use Node Affinity (requiredDuringSchedulingIgnoredDuringExecution) to pin workloads to either 'spot' or 'on-demand' node pools. For critical stateful services, I default to On-Demand using topology spread constraints, while utilizing Karpenter's 'requirements' field to strictly route non-critical, interruptible workloads to Spot capacity providers, ensuring complete logical isolation at the scheduler level.",Kubernetes
3ce80094-19,3ce80094,Completed,HCLTech,AWS EC2,Instance Purchasing Models,When do you use On-Demand and Spot instances?,Medium,"Use On-Demand for baseline, stateful, or unpredictable workloads requiring high availability without interruption risks. Use Spot for fault-tolerant, stateless tasks like batch processing, CI/CD pipelines, or horizontally scalable web tiers behind an ALB. Best practice: Integrate Spot with Auto Scaling Groups using 'Capacity Optimized' allocation strategy to mitigate termination risks. Always maintain a hybrid approach�run core services on On-Demand/Reserved instances and burst/overflow onto Spot to optimize costs by up to 90%. Ensure applications handle SIGTERM signals gracefully for checkpointing or graceful shutdown when Spot interruptions occur.",AWS
fde2c587-1,fde2c587,Completed,LTM,AWS CloudFormation,Infrastructure as Code,Why is AWS CloudFormation used?,Easy,"AWS CloudFormation is used to provision and manage AWS resources declaratively using Infrastructure as Code. In production, it ensures consistent, repeatable environments across stages and eliminates configuration drift via stack updates. Best practice includes managing templates in version control, utilizing nested stacks for modularity, and implementing change sets to preview modifications before execution. It integrates natively with CI/CD pipelines to automate deployments safely.",
fde2c587-2,fde2c587,Completed,LTM,AWS CloudFormation,Infrastructure as Code,What are the key components of CloudFormation?,Easy,"CloudFormation consists of five core components: Templates (JSON/YAML declarations), Parameters (runtime inputs), Mappings (conditional lookup tables), Outputs (data exported for cross-stack references), and Resources (the actual AWS infrastructure being provisioned). In production, I structure templates modularly using nested stacks or StackSets, and leverage Change Sets to preview infrastructure modifications safely before execution. Always enforce least-privilege IAM execution roles and use resource deletion policies like Retain for stateful databases to prevent accidental data loss during updates.",
fde2c587-3,fde2c587,Completed,LTM,Terraform,Infrastructure as Code,Difference between Terraform and CloudFormation?,Medium,"CloudFormation is AWS-native, deeply integrated with AWS services, and manages state automatically via stacks, making it ideal for single-cloud AWS environments. Terraform is cloud-agnostic, using HashiCorp Configuration Language (HCL) and state files (local or remote) to manage multi-cloud architectures. In production, choose Terraform for multi-cloud strategies and modular code reusability across providers, or CloudFormation if you are strictly committed to AWS and need native drift detection. For best practices, always use remote state storage with locking (like S3 and DynamoDB) and automated CI/CD validation pipelines for both tools.",
fde2c587-4,fde2c587,Completed,LTM,AWS CloudFormation,Rollback Management,How do you handle rollback in CloudFormation?,Medium,"In production, I leverage CloudFormation's built-in automatic rollback, which triggers on resource failure. For debugging, I use `--disable-rollback` strictly in non-prod environments to inspect failed states. To prevent deployment bottlenecks, I set appropriate `CreationPolicy` and `UpdatePolicy` timeouts. For stateful resources like databases, I ensure deletion policies and backups are configured to prevent data loss during rollbacks. When dealing with stubborn stuck stacks, I use the AWS CLI to continue update rollback or explicitly skip faulty resources using `aws cloudformation cancel-update-stack` combined with resource-level skip flags when absolutely necessary.",
fde2c587-5,fde2c587,Completed,LTM,AWS,EC2 Pricing Models,"Difference between On-Demand, Reserved, and Spot Instances?",Easy,"On-Demand instances offer full flexibility with no upfront commitment, ideal for unpredictable workloads or dev environments. Reserved Instances provide significant discounts (up to 72%) for 1-3 year commitments, best for steady-state production traffic. Spot Instances leverage AWS spare capacity at up to 90% off, but can be terminated with a 2-minute warning. Best practice is to use Reserved for baseline capacity, On-Demand for auto-scaling buffers, and Spot for fault-tolerant, stateless batch workloads like CI/CD runners or data processing.",
fde2c587-6,fde2c587,Completed,LTM,AWS,Troubleshooting,How do you troubleshoot an EC2 instance that is not reachable?,Medium,"First, verify status checks in the AWS console to isolate hardware vs. OS issues. If system checks fail, stop and start the instance to migrate underlying hardware. If instance checks fail, check the security groups and Network ACLs for blocked traffic. Next, verify route tables, internet gateways, and ensure the correct private key is used for SSH. If unreachable via SSH, attach the root volume to a rescue EC2 instance to inspect system logs, fix `/etc/fstab`, or repair network configurations. Finally, check SSM agent status as a fallback access method.",
fde2c587-7,fde2c587,Completed,LTM,AWS,Auto Scaling,Explain AWS Auto Scaling.,Medium,"AWS AutoScaling dynamically adjusts compute capacity to maintain steady, predictable performance at the lowest possible cost. In production, I configure Target Tracking scaling policies based on metrics like CPU utilization or Application Load Balancer request counts. Crucially, I always set appropriate cooldown periods to prevent thrashing, integrate lifecycle hooks for graceful instance termination and log flushing, and span Auto Scaling Groups across multiple Availability Zones for high availability. Combined with mixed instance policies, it optimizes both application resilience and cloud spend.",
fde2c587-8,fde2c587,Completed,LTM,AWS ECS,Container Orchestration,What is AWS ECS?,Easy,"AWS ECS (Elastic Container Service) is a fully managed container orchestration service native to AWS. It simplifies running Docker containers at scale without managing underlying infrastructure, especially when paired with AWS Fargate for serverless compute. In production, ECS is preferred over Kubernetes for teams seeking lower operational overhead and tighter AWS IAM, VPC, and CloudWatch integration. Best practices include defining immutable task definitions, leveraging Fargate to eliminate node management, using ALB for dynamic routing, and configuring robust container health checks and auto-scaling policies.",
fde2c587-9,fde2c587,Completed,LTM,AWS ECS,Service Discovery,What is Service Discovery in AWS ECS?,Medium,"Service discovery in ECS automatically manages how containers find and communicate with each other using AWS Cloud Map and Route 53. Instead of hardcoding IPs or managing complex load balancers for internal microservices, ECS registers task IPs into a private DNS namespace. Other services then resolve these via standard DNS queries. In production, always use awsvpc networking mode for proper IP allocation, configure appropriate TTLs on Route 53 records to handle scaling events quickly, and implement health checks to automatically deregister failing tasks and prevent routing traffic to dead containers.",
fde2c587-10,fde2c587,Completed,LTM,AWS,Blue/Green Deployment,Explain AWS Blue/Green Deployment.,Medium,"A Blue/Green deployment involves running two identical production environments: Blue (current) and Green (new). We deploy the new version to Green, run integration tests, and then shift traffic instantly using Route 53 or an Application Load Balancer. In production, this minimizes downtime and allows instant rollbacks if anomalies occur. Best practices include decoupling databases to prevent schema conflicts, keeping environments immutable using IaC like Terraform, and warming up cache layers on the Green environment prior to cutting over traffic to avoid latency spikes.",
fde2c587-11,fde2c587,Completed,LTM,Terraform,Workflow,Explain the Terraform workflow.,Easy,"The core Terraform workflow consists of three main steps: Write, Plan, and Apply. First, you write infrastructure as code in HCL. Next, you run 'terraform plan' to preview changes against the real environment, which is crucial for catching errors in production. Finally, you execute 'terraform apply' to provision or update resources. Best practices include storing state remotely in a secure backend like S3 with locking, using workspaces or separate directories for environment isolation, and running automated plans in CI/CD pipelines before applying.",
fde2c587-12,fde2c587,Completed,LTM,AWS,Cloud Migration,What are the AWS migration phases?,Medium,"AWS migration follows the 6 Rs framework: Rehost (lift-and-shift for quick migration), Replatform (optimize without core architecture changes), Refactor/Re-architect (rebuild for cloud-native features like serverless), Repurchase (move to SaaS), Retire (decommission unused systems), and Retain (keep on-premises for now). In production, start by assessing workloads with AWS Application Discovery Service, prioritize low-risk rehosted apps to build momentum, and tackle refactoring later. Always establish a robust landing zone with AWS Control Tower, security guardrails, and automated CI/CD pipelines before executing large-scale migrations.",
fde2c587-13,fde2c587,Completed,LTM,AWS,Migration,How do you migrate VMware workloads to AWS?,Hard,"For large-scale VMware-to-AWS migrations, I leverage AWS Migration Factory alongside VMware Cloud on AWS (VMC) for lift-and-shift, or AWS Application Migration Service (MGN) for native EC2 targets. First, I deploy the Migration Factory orchestrator and replication appliances in vCenter. I configure change-data-capture (CDC) replication to minimize downtime. Best practice is to run wave-based migrations grouped by application dependency. I validate cutover windows via dry-run testing, execute final delta syncs, and update DNS. Post-migration, I refactor workloads to native AWS services incrementally rather than doing a big-bang rewrite.",
fde2c587-14,fde2c587,Completed,LTM,AWS,Migration,Which AWS migration tools have you used?,Easy,"I�ve primarily used AWS Application Migration Service (MGN) and AWS Database Migration Service (DMS) for lift-and-shift and heterogeneous database migrations. For large-scale data transfers, I've leveraged AWS Snowball and DataSync. Best practice involves running pilot migrations to validate cutover windows, utilizing replication servers with throttled bandwidth to minimize production impact, and automating post-migration validation scripts to ensure data integrity and security compliance before DNS cutover.",
fde2c587-15,fde2c587,Completed,LTM,AWS,Security,How do you secure an AWS environment?,Hard,"Securing AWS requires a defense-in-depth approach. I enforce least privilege access using IAM roles, SCPs, and SSO, avoiding long-lived credentials. For network security, I isolate workloads using private subnets, Security Groups, and NACLs, inspecting traffic with AWS Network Firewall and AWS WAF. I ensure encryption everywhere using KMS for data at rest and TLS for data in transit. Continuous compliance is maintained via AWS Config, GuardDuty for threat detection, and Security Hub. Finally, I automate security scanning in the CI/CD pipeline using tools like Checkov to catch misconfigurations early.",
fde2c587-16,fde2c587,Completed,LTM,AWS,IAM,Difference between IAM User and IAM Role?,Easy,"An IAM User is a long-term identity with permanent credentials (passwords/access keys) intended for human users or external apps. An IAM Role is a temporary identity with no credentials of its own; it is assumed by trusted entities (users, services, or cross-account principals) for short-term access. In production, best practice is to avoid long-lived IAM Users entirely. Instead, use IAM Roles with federation, OIDC, or instance profiles for both humans and workloads to enforce the principle of least privilege and eliminate credential rotation overhead.",
7d2c8ebf-1,7d2c8ebf,Completed,Mercedes Benz,Kubernetes,System Architecture,Current project and your role,Easy,"I am currently leading a platform engineering initiative migrating monolithic workloads to a multi-region Kubernetes architecture on AWS. My role involves designing GitOps pipelines using ArgoCD for declarative deployments, implementing Terraform for infrastructure as code, and establishing observability with Prometheus and Grafana. I focus heavily on reliability, defining SLOs, and reducing deployment friction for our development teams while maintaining strict security and compliance standards via OPA Gatekeeper.",
7d2c8ebf-2,7d2c8ebf,Completed,Mercedes Benz,Yocto,CI/CD Integration,GitLab - Yocto,Hard,"Integrating Yocto with GitLab CI requires managing massive build caches and heavy compute loads. I use self-hosted GitLab runners with powerful build nodes and configure shared SSTATE_DIR and DL_DIR caches via NFS or S3 to drastically reduce compilation times. Pipelines are modularized: one stage validates recipes and layer compatibility, while another triggers containerized bitbake builds using Docker executors. We implement artifact retention policies and caching strategies to prevent pipeline timeouts. Finally, generated images and SDKs are published directly to a secure artifact repository, feeding downstream firmware deployment stages.",
7d2c8ebf-3,7d2c8ebf,Completed,Mercedes Benz,Yocto,Android Emulation/Containers,Yocto for Android?,Hard,"Yocto is designed for building custom Linux distributions using systemd, while Android relies on the Linux kernel with a distinct user space (Bionic libc, ART, Binder IPC). Running 'Android on Yocto' typically means building the Android Open Source Project (AOSP) for custom hardware, or running Android containers (like Anbox or Waydroid) inside a Yocto-built Linux host. Practically, you use AOSP's native build system for Android-first devices. If you need both, use Yocto for the base Board Support Package (BSP) and hypervisor/container layers to isolate the Android runtime securely, avoiding mixing user spaces.",
7d2c8ebf-4,7d2c8ebf,Completed,Mercedes Benz,Git,Cherry-pick,Git - Cherry-pick,Medium,"Git cherry-pick applies a specific commit from one branch to another, useful for hotfixes or backporting features without merging entire branches. Run 'git cherry-pick <commit-hash>'. If conflicts arise, resolve them, stage the files, and run 'git cherry-pick --continue'. Best practice: Use it sparingly in production environments as it creates duplicate commits with different hashes, which can muddy git history and complicate future merges. Prefer feature branches and standard merge/rebase workflows whenever possible.",
7d2c8ebf-5,7d2c8ebf,Completed,Mercedes Benz,Git,Cherry-picking,Cherry-pick 10 commits from Branch A to Branch B,Medium,"To cherry-pick a range of 10 commits from Branch A to Branch B, use a git revision range. First, checkout Branch B: `git checkout Branch B`. Then run `git cherry-pick <commit-hash-start>^..<commit-hash-end>`, where the start is the parent of the first commit you want. Alternatively, for non-sequential commits, script it using an interactive rebase or a loop. In production, prefer standard merging or pull requests to preserve history and avoid merge conflicts. If conflicts arise, resolve them, run `git add`, and use `git cherry-pick --continue`.",
7d2c8ebf-6,7d2c8ebf,Completed,Mercedes Benz,Git,Cherry-pick,Give an example of Cherry-pick,Easy,"In Git, cherry-picking applies a specific commit from one branch to another without merging the entire branch. In a production hotfix scenario, if a developer commits a critical bug fix to a feature branch, I use `git cherry-pick <commit-hash>` to pull that exact fix directly into the `main` or `release` branch. Best practice is to reserve cherry-picking for urgent hotfixes to avoid merge conflicts and divergent histories. For standard features, use Pull Requests instead to maintain a clean, traceable audit trail.",
7d2c8ebf-7,7d2c8ebf,Completed,Mercedes Benz,Git,Commit Modification,Change the latest (top) commit message,Easy,"To amend the latest commit message, run `git commit --amend -m ""New message""`. If the commit has already been pushed to a shared remote branch, update it safely using `git push origin <branch> --force-with-lease`. Avoid standard `--force` to prevent overwriting a teammate's concurrent work. If the commit is part of a pull request already under review, modifying history can disrupt reviewers; ensure coordination before force-pushing.",
7d2c8ebf-8,7d2c8ebf,Completed,Mercedes Benz,Git,Commit History Management,Amend the 5th commit message,Medium,"To amend the 5th commit back in your history, use an interactive rebase:

1. Run `git rebase -i HEAD~5`.
2. In the text editor, change `pick` to `edit` on the line of the target commit, then save and exit.
3. Make your changes and stage them using `git add <files>`.
4. Amend the commit with `git commit --amend --no-edit`.
5. Continue the rebase using `git rebase --continue`.

Best Practice: Never rebase or amend commits that have already been pushed to a shared remote branch, as this rewrites history and disrupts collaborators. Use this only on local, unpushed work.",
7d2c8ebf-9,7d2c8ebf,Completed,Mercedes Benz,Git,Interactive Rebase,What does -i mean in git rebase -i?,Easy,"The `-i` flag stands for interactive. In production, `git rebase -i` is essential for maintaining a clean, linear git history before merging feature branches. It launches an editor allowing you to squash WIP commits, reorder changes, drop unnecessary commits, or reword messages. This prevents cluttering the main branch with granular or messy developer history. Best practice: Only use interactive rebases on local, unpushed branches to avoid disrupting other team members' workstreams.",
7d2c8ebf-10,7d2c8ebf,Completed,Mercedes Benz,Git,Commit History Rewriting,Delete the 5th commit from the last 10 commits,Hard,"Use interactive rebase: `git rebase -i HEAD~10`. In the editor, find the 5th commit from the top (chronologically oldest in that window) and change `pick` to `drop` (or delete the line). Save and exit to apply. 

*Warning:* Never rewrite history on shared branches like `main` or `production` as it disrupts collaborators. If already pushed, you must force push (`git push --force-with-lease`), which risks overwriting team members' work. For production safety, prefer `git revert` to create a new commit that undoes the changes instead.",
7d2c8ebf-11,7d2c8ebf,Completed,Mercedes Benz,Git,Rebase,What is Git Rebase?,Medium,"Git rebase integrates changes from one branch into another by moving or combining a sequence of commits to a new base commit, creating a linear history. In production, we use it to maintain a clean, readable commit log before merging feature branches. Best practice: never rebase public or shared branches (like main) as it rewrites history and disrupts collaborators' workflows. Use interactive rebase (`git rebase -i`) to squash WIP commits, clean up messages, and resolve conflicts incrementally.",
7d2c8ebf-12,7d2c8ebf,Completed,Mercedes Benz,Git,Reset,What is Git Reset?,Medium,"Git reset is a powerful command used to undo local changes by rewinding the current branch pointer to a specific commit. It offers three primary modes: '--soft' (keeps changes staged), '--mixed' (default, keeps changes unstaged), and '--hard' (wipes all working directory changes). In production, use '--hard' with extreme caution as it permanently discards uncommitted work; prefer 'git revert' for shared feature branches to avoid rewriting public history and breaking teammates' workflows. Use 'reset' primarily for cleaning up local, unpushed commits before merging.",
7d2c8ebf-13,7d2c8ebf,Completed,Mercedes Benz,Git,Repository Synchronization,Two separate repositories - bring changes from one to another,Easy,"To bring changes from Repository A to Repository B, add Repository A as a remote in Repository B's local workspace using `git remote add source <URL>`. Fetch the branches with `git fetch source`, then merge or cherry-pick the required changes into your target branch using `git merge source/main --allow-unrelated-histories` if they share no common history. Resolve any conflicts, test the build, and push to Repository B. For automated workflows, configure a CI/CD pipeline or webhook to mirror changes securely.",
7d2c8ebf-14,7d2c8ebf,Completed,Mercedes Benz,Git,Remote Management,What is git remote add?,Easy,"`git remote add` links your local repository to a remote server, such as GitHub or GitLab. It creates a shortcut name (usually 'origin') for the remote URL. Best practice is to use SSH URLs rather than HTTPS for secure, key-based authentication in production pipelines. Example: `git remote add origin git@github.com:org/repo.git`. Once added, you can push and pull code seamlessly.",
7d2c8ebf-15,7d2c8ebf,Completed,Mercedes Benz,Git,Cherry-picking,Can we get conflicts while cherry-picking from Branch A to Branch B?,Easy,"Yes, conflicts frequently occur when cherry-picking if the target branch (B) has divergent changes in the same lines or files modified by the commit from source branch (A). Git pauses the operation, requiring you to manually resolve the conflicts, stage the resolved files, and run `git cherry-pick --continue`. To minimize conflicts, cherry-pick smaller, atomic commits and keep branches frequently synchronized via merges or rebases. In production, avoid cherry-picking hotfixes across vastly different branch states when a proper feature merge or pull request is viable.",
7d2c8ebf-16,7d2c8ebf,Completed,Mercedes Benz,Git,Squash,What is Git Squash?,Medium,"Git squash is the process of combining multiple sequential commits into a single commit, typically done via an interactive rebase (`git rebase -i`). In production workflows, it is essential for maintaining a clean, linear git history before merging feature branches into main. This prevents noisy, trial-and-error commits (like 'fix typo' or 'wip') from polluting the main branch log, making root-cause analysis, git bisect, and reverts much easier. Best practice is to squash your local feature branch commits into logical, self-contained units of work before opening a Pull Request.",
7d2c8ebf-17,7d2c8ebf,Completed,Mercedes Benz,Kubernetes,System Integration,Faced any issues during integration? How did you solve them?,Medium,"Yes, during a recent microservices integration, we hit intermittent 524 timeouts due to misaligned load balancer and service-mesh timeouts. I resolved this by standardizing idle timeout values across our AWS ALB, Istio ingress gateway, and application deployments. I also implemented distributed tracing using Jaeger to pinpoint bottlenecks and added automated integration tests in our CI/CD pipeline. Best practice: always align timeout hierarchies�gateway down to app�and enforce contract testing before merging code.",
7d2c8ebf-18,7d2c8ebf,Completed,Mercedes Benz,Android,CI/CD,Android CI/CD workflow,Hard,"An effective Android CI/CD workflow integrates GitHub Actions or GitLab CI with Fastlane for automation. The pipeline triggers on pull requests for linting, unit tests, and UI testing via Firebase Test Lab. Upon merging to main, Fastlane handles version bumping, signing via secure environment variables, and building App Bundles (AAB). For distribution, we automate internal testing tracks via Google Play Developer API and Firebase App Distribution. Best practices include caching Gradle dependencies to reduce build times, isolating signing keys in secret managers, and using Dockerized build agents for environment consistency.",
7d2c8ebf-19,7d2c8ebf,Completed,Mercedes Benz,Git,CI/CD and Source Control Platforms,GitHub and GitLab,Easy,"Both are Git-based collaboration platforms, but they serve different operational models. GitHub excels in open-source ecosystems, third-party integrations, and community-driven workflows via GitHub Actions. GitLab is an all-in-one DevOps platform offering superior native CI/CD, built-in security scanning (SAST/DAST), and robust enterprise project management. In production, choose GitHub for ecosystem flexibility and developer familiarity, or GitLab for a unified, self-hosted platform reducing toolchain sprawl and compliance overhead.",
7d2c8ebf-20,7d2c8ebf,Completed,Mercedes Benz,Git,Repository Synchronization,A repository on GitHub - will it automatically be on GitLab?,Easy,"No, a repository on GitHub will not automatically be on GitLab. They are entirely separate platforms hosted by different companies. To sync them, you must manually push the code to both remotes, configure a CI/CD pipeline (like GitHub Actions) to mirror pushes to GitLab, or set up GitLab's built-in repository mirroring feature. In production environments, standard practice is to define a single source of truth and use automated CI/CD webhooks or pull/push mirrors to keep secondary replicas updated for disaster recovery or multi-vendor redundancy.",
7d2c8ebf-21,7d2c8ebf,Completed,Mercedes Benz,Git,Platform Comparison,Difference between GitHub and GitLab,Easy,"While both are Git-based collaboration platforms, GitHub focuses heavily on community, open-source ecosystems, and seamless integrations with third-party CI/CD tools like GitHub Actions. GitLab is a complete DevOps platform offering a unified, batteries-included approach with built-in CI/CD pipelines, robust security scanning (SAST/DAST), and issue tracking. In production, choose GitHub if you rely on a rich marketplace of external actions and open-source reach; choose GitLab if you need an all-in-one, self-hosted solution with native enterprise compliance and end-to-end pipeline management out of the box.",
7d2c8ebf-22,7d2c8ebf,Completed,Mercedes Benz,Git,Stash,Git Stash,Easy,"Git stash shelves uncommitted changes so you can switch branches cleanly. Use `git stash push -m 'message'` to save your work directory and index. To apply changes later while keeping the stash, use `git stash apply@{n}`; use `git stash pop` to apply and remove it. In production, I use it when an urgent hotfix interrupts feature development. Best practice: always name your stashes with descriptive messages to avoid confusion, and regularly prune old stashes with `git stash drop` or `git stash clear` to keep your local repo clean.",
7d2c8ebf-23,7d2c8ebf,Completed,Mercedes Benz,Git,Cherry-picking,Cherry-pick commits from Branch A and Branch B into another branch,Medium,"To cherry-pick commits from multiple branches, checkout your target branch. Run `git cherry-pick <commit-hash>` for each required commit from Branch A and B. Resolve any conflicts, stage the changes, and use `git cherry-pick --continue`. For multiple sequential commits, use ranges (`git cherry-pick A^..B`). In production, prefer merging or rebasing when integrating whole features to preserve clear lineage and avoid duplicate commit hashes. Use cherry-picking strictly for hotfixes or backporting specific bug fixes across disparate release branches.",
7d2c8ebf-24,7d2c8ebf,Completed,Mercedes Benz,Git,Remote Management,git remote add (again),Easy,"Running `git remote add` again with the same remote name returns a 'remote origin already exists' error. To fix this, either use a new name (e.g., `git remote add upstream <url>`), update the existing URL using `git remote set-url origin <url>`, or remove the old remote first with `git remote remove origin` before adding it again. In CI/CD pipelines or automated scripts, always check existing remotes conditionally to prevent pipeline failures.",
7d2c8ebf-25,7d2c8ebf,Completed,Mercedes Benz,Yocto,BitBake Recipes (.bb),.bb (BitBake) files in Yocto,Medium,".bb files are BitBake recipe files in Yocto that define how a specific software package is fetched, configured, compiled, and packaged. They contain metadata like source URLs, checksums, dependencies, and build tasks. In production, I use them to integrate custom applications or kernel modules. Best practice is to keep recipes modular by using .bbappend files for vendor-specific modifications instead of modifying base recipes directly, and to strictly maintain SRC_URI checksums to ensure build reproducibility and security.",
e4ac80a4-1,e4ac80a4,Completed,Wipro,Ansible,Playbook Development,How you developed playbook in Ansible?,Medium,"I develop modular Ansible playbooks using roles to enforce reusability and clean separation of concerns. I structure them with standard directories like tasks, handlers, vars, and templates. I use YAML for definitions, heavily leveraging Jinja2 templating for dynamic configurations. To ensure idempotency, I utilize native state parameters rather than shell commands. For security, sensitive data is managed via Ansible Vault. Finally, I validate playbooks using 'ansible-lint' in CI/CD pipelines before executing dry runs with '--check' in staging environments to prevent production drift.",Ansible
e4ac80a4-2,e4ac80a4,Completed,Wipro,Ansible,Roles vs Standalone Playbooks,Difference between Role and Standalone Playbook?,Easy,"A standalone playbook is a single, linear YAML file executing tasks against hosts, ideal for quick ad-hoc tasks or simple provisioning. In contrast, a Role is a structured, reusable directory format (tasks, handlers, vars, files) designed for modularity and scalability. In production, use standalone playbooks only for top-level orchestration, and encapsulate all actual logic into roles. This ensures idempotency, simplifies maintenance, and allows sharing via Ansible Galaxy across teams.",Ansible
e4ac80a4-3,e4ac80a4,Completed,Wipro,Ansible,Directory Structure,What is the directory structure of Roles?,Easy,"An Ansible role uses a predefined directory structure to organize tasks, handlers, templates, and files. Key directories include `tasks/main.yml` for main execution logic, `handlers/main.yml` for restart triggers, `vars/main.yml` and `defaults/main.yml` for variable precedence, `templates/` for Jinja2 files, and `meta/main.yml` for role dependencies and metadata. Best practices dictate keeping roles modular, using `defaults/` for overrideable variables, and avoiding hardcoded IPs by leveraging dynamic inventory and group vars.",Ansible
e4ac80a4-4,e4ac80a4,Completed,Wipro,Linux,Configuration Management,"I want to copy a file to the server. While copying, I want to replace the IP in it.",Easy,"Use `envsubst` combined with `scp` or `rsync` for safe deployment. First, define the IP as an environment variable (e.g., `export TARGET_IP=192.168.1.50`). Then, run: `envsubst < template.conf | ssh user@server 'cat > /path/to/file.conf'`. 

Alternatively, use configuration management tools like Ansible with the `template` module, which parses Jinja2 variables automatically. Avoid raw `sed` in production scripts as it can corrupt files mid-transfer if the SSH session drops. Always validate syntax on the remote server before restarting dependent services.",Linux
